grabNumber,grabMsec,episode,nord,east,alt,yaw
247,46530,new.004.001.,59.958531528942665,30.344969202214923,7.760388795191143,-3.479119322154476
248,46655,new.004.001.,59.95852569094579,30.344965140177294,7.755085925953884,-3.474489316644621
249,46780,new.004.001.,59.95852016419929,30.344961220040258,7.750099307320466,-3.4781899972473065
250,46905,new.004.001.,59.958514556445515,30.34495719218556,7.745938799279472,-3.48582339263529
251,47030,new.004.001.,59.95850924935788,30.344953502382964,7.741099039765865,-3.478012243560024
252,47155,new.004.001.,59.95850338781457,30.34494939933613,7.739010686622319,-3.4770966729602217
253,47280,new.004.001.,59.95849801318837,30.3449456797675,7.741757295596245,-3.477657795684278
254,47405,new.004.001.,59.95849188088204,30.344941532580957,7.727980646548075,-3.4734378836168887
255,47530,new.004.001.,59.958486234684415,30.344937392596904,7.72363665566119,-3.486367928897529
256,47655,new.004.001.,59.958480534686956,30.344933496601595,7.717366431387352,-3.4788199604036167
257,47780,new.004.001.,59.95847490336004,30.34492929890121,7.716066441676949,-3.4898252744546365
258,47905,new.004.001.,59.95846908328617,30.344925566212996,7.703773318521673,-3.4651456039752997
259,48030,new.004.001.,59.958463702295624,30.34492158473179,7.7060712086502345,-3.48500888143211
260,48155,new.004.001.,59.95845793178425,30.34491763413806,7.7049499836559034,-3.480902644421141
261,48280,new.004.001.,59.95845211728308,30.344913494051223,7.694456358757158,-3.4755005691060785
262,48405,new.004.001.,59.95844650223428,30.344909713365812,7.690739246947939,-3.4738880487293557
263,48530,new.004.001.,59.95844074668201,30.34490559477997,7.6888770814754865,-3.4794806328236105
264,48655,new.004.001.,59.95843500396815,30.344901520527127,7.685827357066936,-3.485461916490717
265,48780,new.004.001.,59.95842920739997,30.344897493192132,7.682006445369098,-3.4754683026599658
266,48905,new.004.001.,59.95842348055177,30.344893501786295,7.673126579393382,-3.4774484788472586
267,49030,new.004.002.,59.95841800783897,30.344889619299387,7.666918747044093,-3.481002336267618
268,49155,new.004.002.,59.958412327732034,30.344885826154623,7.664086198826513,-3.4653942636540247
269,49280,new.004.002.,59.95840691983239,30.344882032660408,7.6549970740273565,-3.4727832013216284
270,49405,new.004.002.,59.95840124525234,30.344878167738667,7.6438070372178215,-3.469658674689208
271,49530,new.004.002.,59.95839584718847,30.34487429808527,7.645273460533571,-3.483854624838825
272,49655,new.004.002.,59.95839084661064,30.344870736554835,7.639635797098895,-3.4843537607937813
273,49780,new.004.002.,59.95838483923011,30.34486650138649,7.635006887045687,-3.4794863085396144
274,49905,new.004.002.,59.95837964925956,30.344863128584404,7.632234906885099,-3.468772564795906
275,50030,new.004.002.,59.95837473701536,30.344859587690543,7.630655723261084,-3.4808734586563164
276,50155,new.004.002.,59.95836951998001,30.34485606638989,7.636797024938278,-3.472448294050419
277,50280,new.004.002.,59.958364414499215,30.34485238291276,7.62739861914146,-3.4844855389924194
278,50405,new.004.002.,59.95835968138267,30.34484914157938,7.632645287648666,-3.4830240305704816
279,50530,new.004.002.,59.95835471168476,30.344845776408867,7.627327465308888,-3.4689045992680043
280,50655,new.004.002.,59.95834995315791,30.344842421733734,7.619096729690377,-3.4744197823334724
281,50780,new.004.002.,59.95834506937861,30.344839043165376,7.619593348026822,-3.475407930557358
282,50905,new.004.002.,59.9583404055167,30.34483583511944,7.6141126210177035,-3.4763633293176865
283,51030,new.004.002.,59.95833614081795,30.344832638839936,7.608822596430723,-3.491834236896783
284,51155,new.004.002.,59.95833145268161,30.344829409765822,7.5986048371732,-3.468789534497038
285,51280,new.004.002.,59.958327254906315,30.344826430176326,7.5946843730034495,-3.476844105237676
286,51405,new.004.002.,59.958322607149185,30.34482310956679,7.584632941399308,-3.487618270872474
287,51530,new.004.002.,59.95831837666906,30.34482011464113,7.582526278438609,-3.4815101161241544
288,51655,new.004.002.,59.95831420135328,30.34481727433517,7.584043773616147,-3.4674086792130034
289,51780,new.004.002.,59.95831004694745,30.344814460565882,7.580658333573068,-3.4723902565463414
290,51905,new.004.002.,59.958306025269835,30.344811414361292,7.565487574760369,-3.487945019272158
291,52030,new.004.002.,59.95830201769011,30.344808744058472,7.573530960925524,-3.471514684356629
292,52155,new.004.002.,59.95829805235756,30.3448060240236,7.566076704494327,-3.467260430599394
293,52280,new.004.002.,59.958294013584926,30.344803023192146,7.558338387473355,-3.49196726584197
294,52405,new.004.002.,59.95829016829195,30.344800373643608,7.5608195890668775,-3.478926091504177
295,52530,new.004.002.,59.958285884702164,30.344797267739057,7.556803096432367,-3.4869701326329343
296,52655,new.004.002.,59.95828326219568,30.344795273498768,7.548619945959162,-3.500223566136703
297,52780,new.004.002.,59.95827775517993,30.344791104065205,7.554109295030565,-3.502557770258999
298,52905,new.004.002.,59.958274051767205,30.34478803558437,7.538836841580295,-3.524318382956284
299,53030,new.004.002.,59.958270221640625,30.344784848558533,7.5427392377265585,-3.5340785874984304
300,53155,new.004.002.,59.95826643503537,30.3447815015207,7.538490133257969,-3.54338434717781
301,53280,new.004.002.,59.95826262459128,30.34477794625277,7.517603940304696,-3.576437039744569
302,53405,new.004.002.,59.95825867129022,30.34477439203197,7.523485400803463,-3.568089193694821
303,53530,new.004.002.,59.95825482140617,30.34477078288049,7.510079874449915,-3.594785180076696
304,53655,new.004.002.,59.95825133772647,30.34476686983078,7.508980714128297,-3.631574478472189
305,53779,new.004.002.,59.95824771077534,30.344763204494345,7.503088929692711,-3.6176744100779885
306,53904,new.004.002.,59.95824426623195,30.344759147415836,7.498950190237152,-3.661500755921299
307,54029,new.004.002.,59.95824115324666,30.344755287044716,7.496027398138424,-3.6947685962916488
308,54154,new.004.002.,59.958237565901705,30.34475115904641,7.487929366994061,-3.668786082110123
309,54279,new.004.002.,59.95823425759192,30.344746728867715,7.479535027408527,-3.7133634462456397
310,54404,new.004.002.,59.95823105386553,30.344742335250828,7.474210320226684,-3.7376869399580452
311,54529,new.004.002.,59.95822784869579,30.34473806078458,7.462645320975435,-3.730446139742831
312,54654,new.004.002.,59.958224557789904,30.344733068220037,7.4645551038887,-3.7836319162741887
313,54779,new.004.002.,59.9582213559333,30.344728165811105,7.452504879194872,-3.7930771379410393
314,54904,new.004.002.,59.95821839241035,30.34472325524809,7.451406235469243,-3.8210381511836666
315,55029,new.004.002.,59.95821540508071,30.344718556187075,7.446612091782437,-3.804145398434096
316,55154,new.004.002.,59.95821239833382,30.344713458843984,7.445121700585835,-3.827842533298967
317,55279,new.004.002.,59.95820960891275,30.344708379193552,7.437342220249391,-3.8627130200681155
318,55404,new.004.002.,59.958206460538534,30.344703201538213,7.439380178187767,-3.84778655886303
319,55529,new.004.002.,59.958203557795194,30.34469798569204,7.426657241974189,-3.867911083937532
320,55654,new.004.002.,59.9582006093372,30.344692481714926,7.418645616944228,-3.882242920027854
321,55779,new.004.002.,59.95819781132809,30.34468745963587,7.434522966529097,-3.8840031799670305
322,55904,new.004.002.,59.95819505447827,30.344681761267836,7.425364715404475,-3.9210519597492737
323,56029,new.004.002.,59.95819239347453,30.34467645415083,7.416929166520241,-3.9215348823206244
324,56154,new.004.002.,59.958189496871405,30.34467074162082,7.430263026635532,-3.926899362670267
325,56279,new.004.002.,59.95818679707832,30.34466473562742,7.4038331554498455,-3.960363236666152
326,56404,new.004.002.,59.95818407845298,30.344658988334327,7.406477784831599,-3.9624103960876846
327,56529,new.004.002.,59.95818108728969,30.344652725552997,7.408120922377612,-3.964382873435611
328,56654,new.004.002.,59.95817840213811,30.344646402390428,7.385831632157423,-3.9954560175282365
329,56779,new.004.002.,59.958175670136136,30.344639818831762,7.394634965745683,-4.007257979229697
330,56904,new.004.002.,59.958172869839046,30.34463318925077,7.385375865563494,-4.018482597895826
331,57029,new.004.002.,59.95817058880161,30.344627435511715,7.385073930361527,-4.028303959608484
332,57154,new.004.002.,59.95816800340202,30.344619973489998,7.372657351056322,-4.077243217445829
333,57279,new.004.002.,59.95816556603527,30.344613136355214,7.39000192889626,-4.09051347057407
334,57404,new.004.002.,59.95816302790026,30.344605794360888,7.39693585217095,-4.104395784718601
335,57529,new.004.002.,59.9581606971166,30.3445983446743,7.380326551121459,-4.13298686745183
336,57654,new.004.002.,59.95815831952221,30.344591476487803,7.357333320370561,-4.1213831540252395
337,57779,new.004.002.,59.95815616024182,30.344584173257125,7.386216566323949,-4.157351501202342
338,57904,new.004.002.,59.958153835147094,30.344576777684964,7.377300551158867,-4.151070329747642
339,58029,new.004.002.,59.95815179679067,30.344569821487305,7.385795007546521,-4.170628214225732
340,58154,new.004.002.,59.958149743470706,30.34456240815189,7.361328711826709,-4.197180573247355
341,58279,new.004.002.,59.95814749842926,30.344554884556647,7.3718951203611915,-4.196820717565596
342,58404,new.004.002.,59.95814573737958,30.344547723169253,7.379055351634779,-4.221165092179816
343,58529,new.004.002.,59.95814384642193,30.344540202095686,7.346726917747485,-4.240191292722599
344,58654,new.004.002.,59.958141985760385,30.344532651438925,7.356669887975632,-4.248467284498032
345,58779,new.004.002.,59.95814000975509,30.344525102499198,7.367676102435514,-4.247050140947814
346,58904,new.004.002.,59.958138385684315,30.344517341852146,7.340425990559884,-4.2878674317317556
347,59029,new.004.003.,59.95813682812714,30.344510146422028,7.3453098873026095,-4.29118638582223
348,59154,new.004.003.,59.95813510445475,30.34450263023775,7.35452098027962,-4.29987652885977
349,59279,new.004.003.,59.95813360385418,30.344495093494526,7.33907697962227,-4.305536402553088
350,59404,new.004.003.,59.958132098186155,30.344487135221772,7.3522342206871185,-4.340336450978514
351,59529,new.004.003.,59.95813070955934,30.344479476131983,7.348406451511511,-4.347127175718065
352,59654,new.004.003.,59.958129503751216,30.3444721100443,7.345246722593084,-4.381348400891951
353,59779,new.004.003.,59.95812807345666,30.344463918763765,7.339607505518048,-4.374639803352015
354,59904,new.004.003.,59.95812696564672,30.344456092831255,7.3336225449366035,-4.417338587103602
355,60029,new.004.003.,59.95812586852348,30.344448701637127,7.333683140685955,-4.421303648608456
356,60154,new.004.003.,59.95812480645107,30.344440611749988,7.330496727052195,-4.440535964620466
357,60279,new.004.003.,59.95812370034049,30.3444327752534,7.3280084992071455,-4.4488297650397985
358,60404,new.004.003.,59.95812274448728,30.344425285678966,7.319125726111891,-4.450445737573591
359,60529,new.004.003.,59.95812169988031,30.344417267048428,7.323162194234972,-4.469870214602132
360,60654,new.004.003.,59.95812086765398,30.344409397116973,7.3115331409754765,-4.487805540048498
361,60779,new.004.003.,59.95812010546324,30.344401430696045,7.318061570203835,-4.511966958729364
362,60904,new.004.003.,59.95811917195961,30.34439355491282,7.30570024228613,-4.496541166904762
363,61029,new.004.003.,59.95811859838638,30.344385996826034,7.307053607120896,-4.535326071525427
364,61154,new.004.003.,59.9581179837151,30.34437833631116,7.309200744190251,-4.542291882491906
365,61279,new.004.003.,59.95811737199911,30.34437070671099,7.301038868997977,-4.560888220935773
366,61404,new.004.003.,59.958116856851554,30.344362399909432,7.29680057594735,-4.578323078599774
367,61529,new.004.003.,59.95811628633909,30.34435475490567,7.298149895634054,-4.575353084259458
368,61654,new.004.003.,59.95811582819353,30.34434691624201,7.289709167991699,-4.588348475002377
369,61779,new.004.003.,59.95811556534726,30.344339104750762,7.289242149904114,-4.621126088196071
370,61904,new.004.003.,59.95811520368226,30.34433116035113,7.28570958197485,-4.635759499360823
371,62029,new.004.003.,59.958115034072605,30.34432368760259,7.278043492067768,-4.653713000942013
372,62154,new.004.003.,59.958114915715655,30.344316075082528,7.2817679078177875,-4.674578258619564
373,62279,new.004.003.,59.95811478545386,30.344308255148533,7.274431691904163,-4.6733296133171285
374,62404,new.004.003.,59.958114702576296,30.344300634953267,7.282493156521498,-4.696406543935965
375,62529,new.004.003.,59.95811462686049,30.344292843896902,7.2956137579993925,-4.689038313108204
376,62654,new.004.003.,59.958114694716116,30.34428489510641,7.282398409089299,-4.723520703746479
377,62779,new.004.003.,59.9581145967548,30.344277189729134,7.286539527972411,-4.699043973003705
378,62904,new.004.003.,59.95811479006256,30.34426957016371,7.2704624337501045,-4.738110036292683
379,63029,new.004.003.,59.958114919420844,30.3442623839292,7.273246222296261,-4.748281682260859
380,63154,new.004.003.,59.95811488575488,30.344254780193594,7.279092334762184,-4.722365696034234
381,63279,new.004.003.,59.95811511173093,30.3442472750763,7.2599774842501485,-4.751479923756781
382,63404,new.004.003.,59.958115229418254,30.344239625587647,7.253617320375799,-4.751442620267439
383,63529,new.004.003.,59.95811540879816,30.34423189293816,7.257176813708927,-4.764690970459488
384,63654,new.004.003.,59.95811576623871,30.344224459461365,7.249704206302201,-4.789567155375019
385,63779,new.004.003.,59.95811588678038,30.344217017555856,7.248647168960037,-4.757992666032586
386,63904,new.004.003.,59.95811584583127,30.344209657554188,7.242199474869076,-4.728306374612201
387,64029,new.004.003.,59.95811613398406,30.34420237194625,7.250930091920077,-4.765537726300481
388,64154,new.004.003.,59.95811628635511,30.344194806346902,7.249244916383584,-4.760448981190722
389,64279,new.004.003.,59.95811639415939,30.344188773033622,7.238541474463173,-4.738783505797728
390,64404,new.004.003.,59.95811664794693,30.34418003409004,7.2329987752116,-4.7655026081228415
391,64529,new.004.003.,59.958116844864904,30.3441726397404,7.23565640214156,-4.754898983317115
392,64654,new.004.003.,59.958116983501895,30.344164969260184,7.232922793330045,-4.740950035096543
393,64779,new.004.003.,59.95811713131001,30.344157665489508,7.2301190297250235,-4.753911158546926
394,64904,new.004.003.,59.958117471571086,30.34414998228832,7.229981434119898,-4.77435972058206
395,65029,new.004.003.,59.95811748626829,30.344142814330013,7.222430675399776,-4.748036195969876
396,65154,new.004.003.,59.95811759715095,30.344135295147183,7.226813223198227,-4.747611588714669
397,65279,new.004.003.,59.958117501621146,30.34412757586703,7.221555817030955,-4.717529969589105
398,65404,new.004.003.,59.95811759933301,30.344119300899397,7.2190265309998765,-4.723972713834313
399,65529,new.004.003.,59.95811772527807,30.34411130807529,7.225139134352515,-4.734442643489232
400,65654,new.004.003.,59.958117814571295,30.34410336037253,7.225097090565825,-4.73784108108875
401,65779,new.004.003.,59.958117713684366,30.34409513844368,7.2153462626983105,-4.715952461759523
402,65904,new.004.003.,59.958117936816315,30.34408669955784,7.225966973944383,-4.739466222701951
403,66029,new.004.003.,59.95811780737306,30.34407871344892,7.221712884237394,-4.711595784301183
404,66154,new.004.003.,59.95811797763355,30.344070075481834,7.221242157845469,-4.729967976557527
405,66279,new.004.003.,59.95811798661047,30.34406135910658,7.2260772949234,-4.724011642391733
406,66404,new.004.003.,59.95811786547176,30.344052737218053,7.219489038119944,-4.704420793754997
407,66529,new.004.003.,59.95811810556226,30.344043905703078,7.225284576778907,-4.738393494134579
408,66654,new.004.003.,59.958118206650425,30.34403507717945,7.2204668247555865,-4.742999547317466
409,66779,new.004.003.,59.95811820159349,30.34402627397314,7.2124308736044584,-4.7228318768816635
410,66904,new.004.003.,59.958118201501684,30.344017350712083,7.2068186314261755,-4.721513031969877
411,67029,new.004.003.,59.95811818628209,30.3440077108238,7.209877506344313,-4.719891059097966
412,67154,new.004.003.,59.958118294769854,30.343998361182315,7.203937480278402,-4.7254048851755766
413,67279,new.004.003.,59.958118323253956,30.34398871161051,7.204563717682248,-4.727025371670009
414,67404,new.004.003.,59.958118513466154,30.343979017227433,7.195201480968499,-4.735628251990249
415,67529,new.004.003.,59.95811857044212,30.343969437377687,7.207180947684262,-4.730089749854113
416,67654,new.004.003.,59.958118589253175,30.34395970898754,7.189332039921723,-4.723579086017496
417,67779,new.004.003.,59.958118925962744,30.343950058405873,7.202921919937867,-4.747974105148989
418,67904,new.004.003.,59.95811885457892,30.343940255096395,7.190142867623975,-4.72784285361564
419,68029,new.004.003.,59.95811877842603,30.343930996389048,7.1840704899691605,-4.711385680143479
420,68154,new.004.003.,59.958118896804415,30.343921027967717,7.2011028505016075,-4.7309362697089306
421,68279,new.004.003.,59.95811877292829,30.34391112792525,7.190425920546172,-4.708790214572475
422,68404,new.004.003.,59.95811871242283,30.343902006833613,7.173097960638621,-4.704153332258463
423,68529,new.004.003.,59.958119243093066,30.343892307895192,7.188424154339143,-4.750863246981307
424,68654,new.004.003.,59.958119406078325,30.343882400600627,7.2009748894436925,-4.749098144291839
425,68779,new.004.003.,59.958119381980346,30.343872767368875,7.167881018652037,-4.730792349576871
426,68904,new.004.003.,59.95811937277245,30.34386291585305,7.174939356400652,-4.721453644314969
427,69029,new.004.004.,59.958119510474496,30.343853778745906,7.17216085906821,-4.730855732444389
428,69154,new.004.004.,59.95811958665098,30.343843920002413,7.175964107589676,-4.725396640051813
429,69279,new.004.004.,59.958119698359184,30.343834640381253,7.155389694922515,-4.735259266321847
430,69404,new.004.004.,59.958119769699124,30.343824975717983,7.175108313111385,-4.73313157109492
431,69529,new.004.004.,59.95811990916207,30.343814915177017,7.176437043493722,-4.731886465090702
432,69654,new.004.004.,59.95811998609904,30.34380557558586,7.164653458337727,-4.730158096403002
433,69779,new.004.004.,59.9581201052809,30.343795661367214,7.179232036629569,-4.735411863505896
434,69903,new.004.004.,59.95812010083753,30.343786032568158,7.195266412602612,-4.727056884509784
435,70028,new.004.004.,59.95812011392955,30.34377659667078,7.181953695986728,-4.724970765336396
436,70153,new.004.004.,59.95812058797172,30.343766979033326,7.17423090816425,-4.756856596135538
437,70278,new.004.004.,59.95812027620108,30.34375730143126,7.1969700911565475,-4.72119876818948
438,70403,new.004.004.,59.9581205155547,30.3437477199786,7.194753151817154,-4.732856099567759
439,70528,new.004.004.,59.95812049323479,30.343737924055723,7.200320175966055,-4.724478398089734
440,70653,new.004.004.,59.95812088978381,30.343728035103062,7.18630779973511,-4.74652137157334
441,70778,new.004.004.,59.95812056952375,30.34371841191724,7.1880745776605375,-4.713141385522098
442,70903,new.004.004.,59.95812083654183,30.343708532768787,7.1943320205488535,-4.728900088071152
443,71028,new.004.004.,59.95812071156446,30.34369922655356,7.178832089623431,-4.7175632276293396
444,71153,new.004.004.,59.95812115887833,30.34368992584833,7.192642236493646,-4.746014235713646
445,71278,new.004.004.,59.95812096302787,30.343680246919742,7.1853860803475165,-4.723748539303848
446,71403,new.004.004.,59.95812101523104,30.343670345938296,7.160682472754982,-4.722861264510277
447,71528,new.004.004.,59.958121233474735,30.343660548687296,7.173125514066541,-4.7325822430107145
448,71653,new.004.004.,59.958121180953,30.343650828602346,7.16423863950112,-4.724292056822026
449,71778,new.004.004.,59.95812159763557,30.343641403973177,7.185934642176785,-4.742263639381802
450,71903,new.004.004.,59.95812141803735,30.34363160705508,7.177569410810112,-4.721995783546927
451,72028,new.004.004.,59.95812144396161,30.343622253078127,7.166878895033032,-4.720419647942406
452,72153,new.004.004.,59.95812147843417,30.34361232015717,7.181900100662332,-4.7239032653241075
453,72278,new.004.004.,59.95812183942806,30.34360276314969,7.186914817118652,-4.736667637983518
454,72403,new.004.004.,59.95812206981698,30.343593022754806,7.201668078561582,-4.747970266074096
455,72528,new.004.004.,59.95812196211513,30.343582847811504,7.185887338611407,-4.7331637463565714
456,72653,new.004.004.,59.95812198411361,30.343572937457107,7.1730574280737995,-4.7243595064355475
457,72778,new.004.004.,59.95812227358226,30.34356230437619,7.168001579839275,-4.740951891862757
458,72903,new.004.004.,59.95812242038512,30.34355259605302,7.151143230005778,-4.7415334673547225
459,73028,new.004.004.,59.95812246770387,30.343542281960023,7.157627184896534,-4.734278811193612
460,73153,new.004.004.,59.95812269618133,30.34353198749513,7.157703371534324,-4.738772461124512
461,73278,new.004.004.,59.9581228167467,30.3435218061285,7.1594123903446425,-4.741677889976638
462,73403,new.004.004.,59.95812310239263,30.34351079641653,7.17463414160116,-4.750124843077762
463,73528,new.004.004.,59.95812315365255,30.34349996677694,7.175302072808461,-4.7402284373050465
464,73653,new.004.004.,59.958122999221644,30.343488732604857,7.168507904686546,-4.7244669447383485
465,73778,new.004.004.,59.958123105166734,30.34347773116701,7.149270447860031,-4.729496723324429
466,73903,new.004.004.,59.95812314217985,30.34346648991404,7.147274043367383,-4.721937663389515
467,74028,new.004.004.,59.95812319092774,30.34345618789989,7.164006119853751,-4.723725887456717
468,74153,new.004.004.,59.95812329830386,30.343444042782416,7.128472355730532,-4.726312437097134
469,74278,new.004.004.,59.95812320857014,30.343432139415363,7.130345572789164,-4.7171289237670475
470,74403,new.004.004.,59.95812350462941,30.343420737290362,7.121566064072312,-4.7326752230225795
471,74528,new.004.004.,59.95812321870281,30.343408180949265,7.094910558898288,-4.708690584172153
472,74653,new.004.004.,59.95812317954203,30.34339586963267,7.107818448298683,-4.709808169735143
473,74778,new.004.004.,59.95812355023266,30.343383386346407,7.092564924591472,-4.729619269293699
474,74903,new.004.004.,59.95812370215894,30.34337064505281,7.083325910794482,-4.730231891276826
475,75028,new.004.004.,59.95812381166379,30.343358526774395,7.113534268494454,-4.730391881103474
476,75153,new.004.004.,59.95812408242105,30.343345358068927,7.083548644941345,-4.736769959033401
477,75278,new.004.004.,59.958124186271384,30.343332503629004,7.084627540362638,-4.73420474069161
478,75403,new.004.004.,59.958124220775076,30.343318347860187,7.12736942464472,-4.726718715870076
479,75528,new.004.004.,59.95812433991574,30.343304444409096,7.095753064334192,-4.727529938314971
480,75653,new.004.004.,59.958124459438736,30.343291584853105,7.086249910548743,-4.728251022939132
481,75778,new.004.004.,59.958124747251375,30.343276244017982,7.119836848419261,-4.736106005526039
482,75903,new.004.004.,59.958124824559064,30.3432616837162,7.082297158688113,-4.732417215879568
483,76028,new.004.004.,59.95812478461376,30.343247289225662,7.101146072719937,-4.721063433234355
484,76153,new.004.004.,59.95812509677394,30.34323193510238,7.081448315213598,-4.735263436011856
485,76278,new.004.004.,59.95812500375876,30.34321646882036,7.050292110966244,-4.724482707881183
486,76403,new.004.004.,59.95812510397757,30.343200842536238,7.057327575343624,-4.727359570665464
487,76528,new.004.004.,59.958125206175,30.34318481111694,7.027893139276213,-4.726361274015117
488,76653,new.004.004.,59.95812559610926,30.343168250595497,7.043304262199725,-4.738952234430511
489,76778,new.004.004.,59.958125517807765,30.343151748985132,7.020777477932446,-4.729559942755897
490,76903,new.004.004.,59.958125733035274,30.343134754569988,7.0056200787586,-4.730597833437174
491,77028,new.004.004.,59.95812562650988,30.34311820287046,7.0087053229323555,-4.721056381839193
492,77153,new.004.004.,59.95812559431289,30.34310141127749,7.000152106172432,-4.718370684512588
